Datetime,Andere,Braunkohle,Steinkohle,Erdgas,Absolute Emissionen,CO₂-Emissionsfaktor des Strommix
2023-01-01T00:00:00,2559.049,4220.479,1752.841,2698.065,11230.434,202.468
2023-01-01T01:00:00,2546.344,4228.408,1739.699,2642.407,11156.858,197.981
2023-01-01T02:00:00,2538.188,4221.573,1724.651,2643.674,11128.086,196.888
2023-01-01T03:00:00,2538.528,4226.494,1726.982,2641.231,11133.236,206.126
2023-01-01T04:00:00,2541.533,4200.521,1729.738,2636.072,11107.865,207.688
2023-01-01T05:00:00,2529.208,4160.058,1726.559,2632.181,11048.006,205.915
2023-01-01T06:00:00,2534.373,4157.324,1723.592,2645.756,11061.045,206.847
2023-01-01T07:00:00,2539.661,4189.039,1721.896,2642.769,11093.365,204.168
2023-01-01T08:00:00,2553.109,4143.381,1727.194,2640.869,11064.553,205.593
2023-01-01T09:00:00,2545.854,4140.92,1719.352,2634.262,11040.389,196.619
2023-01-01T10:00:00,2545.652,4164.706,1693.494,2629.013,11032.865,187.452
2023-01-01T11:00:00,2544.915,4182.75,1700.065,2629.194,11056.924,183.359
2023-01-01T12:00:00,2546.241,4193.14,1713.418,2622.769,11075.568,186.432
2023-01-01T13:00:00,2560.247,4394.909,1735.036,2624.76,11314.952,196.861
2023-01-01T14:00:00,2560.193,4451.229,1736.308,2628.923,11376.653,199.365
2023-01-01T15:00:00,2551.474,4481.03,1764.71,2624.398,11421.612,205.575
2023-01-01T16:00:00,2544.259,4684.713,2077.339,2663.041,11969.352,221.857
2023-01-01T17:00:00,2570.112,4692.369,1897.18,2654.534,11814.196,223.501
2023-01-01T18:00:00,2568.488,5032.752,2002.308,2674.716,12278.263,232.297
2023-01-01T19:00:00,2595.011,4935.695,2015.661,2668.743,12215.109,234.979
2023-01-01T20:00:00,2574.377,4873.086,1862.208,2679.965,11989.635,234.881
2023-01-01T21:00:00,2561.695,4941.436,1622.067,2667.204,11792.402,231.528
2023-01-01T22:00:00,2561.61,4954.012,1608.502,2676.888,11801.012,240.848
2023-01-01T23:00:00,2566.283,5031.658,1581.796,2677.702,11857.439,248.214
2023-01-02T00:00:00,2559.161,5163.984,1680.989,2695.169,12099.302,260.191
2023-01-02T01:00:00,2550.142,5197.065,1669.967,2685.033,12102.207,264.363
2023-01-02T02:00:00,2528.798,5215.109,1704.94,2695.259,12144.106,257.872
2023-01-02T03:00:00,2542.326,5264.048,1711.934,2692.544,12210.853,252.289
2023-01-02T04:00:00,2537.996,6133.188,1741.183,2700.78,13113.147,256.604
2023-01-02T05:00:00,2531.163,6911.012,1818.97,2723.948,13985.093,262.269
2023-01-02T06:00:00,2595.645,8786.264,2020.748,2789.741,16192.398,279.079
2023-01-02T07:00:00,2611.143,11060.953,2281.66,2831.552,18785.308,302.448
2023-01-02T08:00:00,2632.186,11803.508,2475.384,2830.285,19741.364,302.147
2023-01-02T09:00:00,2643.608,12891.368,2722.732,2871.825,21129.533,302.977
2023-01-02T10:00:00,2720.624,13641.852,2931.292,2931.917,22225.685,304.141
2023-01-02T11:00:00,2749.183,13739.183,3135.19,2973.999,22597.555,301.322
2023-01-02T12:00:00,2681.487,13856.47,2881.272,2889.834,22309.064,300.797
2023-01-02T13:00:00,2944.619,14343.123,2972.199,2860.693,23120.634,317.414
2023-01-02T14:00:00,2974.353,14470.528,3188.813,2967.393,23601.088,331.857
2023-01-02T15:00:00,3024.42,14636.482,3263.633,2991.737,23916.272,351.41
2023-01-02T16:00:00,3041.856,14646.051,3366.853,3016.987,24071.747,356.946
2023-01-02T17:00:00,3041.256,14649.878,3530.056,3087.486,24308.677,348.582
2023-01-02T18:00:00,3039.152,14645.504,3622.255,3083.776,24390.686,347.388
2023-01-02T19:00:00,3047.378,14678.038,3700.889,3111.469,24537.774,354.345
2023-01-02T20:00:00,3045.274,14672.297,3590.886,3080.065,24388.522,367.121
2023-01-02T21:00:00,3039.862,14672.57,3253.459,3037.983,24003.874,372.799
2023-01-02T22:00:00,3045.274,14761.972,3084.957,3027.666,23919.869,380.403
2023-01-02T23:00:00,3038.359,14650.972,2787.165,2994.362,23470.859,382.723
2023-01-03T00:00:00,3027.904,14092.142,2903.95,2914.722,22938.719,385.979
2023-01-03T01:00:00,3098.963,14010.942,2920.271,2902.957,22933.133,393.134
2023-01-03T02:00:00,3007.831,13749.571,2852.658,2835.715,22445.775,397.697
2023-01-03T03:00:00,2959.677,13883.264,2871.946,2845.218,22560.105,409.688
2023-01-03T04:00:00,3006.11,14009.849,3143.244,2880.151,23039.354,423.649
2023-01-03T05:00:00,3055.878,14027.073,3908.814,2944.858,23936.623,440.783
2023-01-03T06:00:00,3165.261,14129.871,5510.956,3240.069,26046.158,458.627
2023-01-03T07:00:00,3297.007,14362.535,6548.249,3399.349,27607.14,464.172
2023-01-03T08:00:00,3344.798,14786.852,7157.821,3432.834,28722.306,471.664
2023-01-03T09:00:00,3359.007,14784.664,7517.504,3432.834,29094.009,457.334
2023-01-03T10:00:00,3334.658,14815.012,7614.154,3432.201,29196.025,442.53
2023-01-03T11:00:00,3337.854,14717.408,7657.392,3422.789,29135.443,424.012
2023-01-03T12:00:00,3333.946,14729.438,7551.416,3405.956,29020.756,427.437
2023-01-03T13:00:00,3338.111,14763.613,7408.772,3426.228,28936.725,436.708
2023-01-03T14:00:00,3344.126,14914.804,7329.503,3436.092,29024.525,455.372
2023-01-03T15:00:00,3352.139,14998.19,7174.778,3459.079,28984.186,474.701
2023-01-03T16:00:00,3361.652,15033.732,7045.911,3493.379,28934.675,475.497
2023-01-03T17:00:00,3367.064,15130.242,6935.273,3603.517,29036.097,443.894
2023-01-03T18:00:00,3299.905,14988.347,6903.055,3575.734,28767.042,433.836
2023-01-03T19:00:00,3064.179,15031.819,6775.885,3461.794,28333.676,425.492
2023-01-03T20:00:00,2760.82,14956.907,6221.631,3365.593,27304.951,399.955
2023-01-03T21:00:00,2767.434,14748.576,4503.55,3240.522,25260.082,376.523
2023-01-03T22:00:00,2643.314,14371.831,3293.729,3046.037,23354.912,355.217
2023-01-03T23:00:00,2448.891,10893.359,3445.063,2938.252,19725.566,307.701
2023-01-04T00:00:00,2367.38,6857.425,3435.101,2895.083,15554.989,252.451
2023-01-04T01:00:00,2361.613,5965.866,3344.598,2839.788,14511.865,232.091
2023-01-04T02:00:00,2355.846,5739.764,3528.36,2853.725,14477.695,229.38
2023-01-04T03:00:00,2365.275,5447.5,3634.76,2822.14,14269.676,230.971
2023-01-04T04:00:00,2342.552,5395.281,3570.751,2821.869,14130.452,226.387
2023-01-04T05:00:00,2335.834,5427.815,3802.626,2831.462,14397.737,215.241
2023-01-04T06:00:00,2340.505,5450.234,4159.765,2859.245,14809.749,201.118
2023-01-04T07:00:00,2333.028,5586.934,4507.789,2885.762,15313.513,200.311
2023-01-04T08:00:00,2345.915,5655.557,5003.968,2904.495,15909.936,201.325
2023-01-04T09:00:00,2345.314,5749.607,5174.802,2895.988,16165.71,199.641
2023-01-04T10:00:00,2348.321,5581.466,5116.514,2904.948,15951.249,196.648
2023-01-04T11:00:00,2353.308,5575.998,4916.008,2904.495,15749.81,192.385
2023-01-04T12:00:00,2351.027,5573.264,4621.395,2887.572,15433.257,188.983
2023-01-04T13:00:00,2343.811,5550.025,4304.316,2890.739,15088.891,187.595
2023-01-04T14:00:00,2341.406,5555.219,4073.712,2894.902,14865.24,187.373
2023-01-04T15:00:00,2347.119,5685.358,3918.563,2895.264,14846.304,188.883
2023-01-04T16:00:00,2349.524,5460.623,4327.206,2919.609,15056.962,190.889
2023-01-04T17:00:00,2354.934,5381.063,5024.315,2944.677,15704.99,192.67
2023-01-04T18:00:00,2353.555,5388.992,5068.402,2968.207,15779.156,197.296
2023-01-04T19:00:00,2338.701,5378.056,5062.89,2963.501,15743.15,197.819
2023-01-04T20:00:00,2331.486,5227.139,4935.932,2968.298,15462.854,197.158
2023-01-04T21:00:00,2348.621,5227.139,5070.097,2872.73,15518.588,199.182
2023-01-04T22:00:00,2353.499,5219.484,4948.013,2877.164,15398.161,201.363
2023-01-04T23:00:00,2360.769,5257.214,4717.621,2867.843,15203.447,202.118
2023-01-05T00:00:00,2298.744,5716.525,4710.627,2896.441,15622.337,221.333
2023-01-05T01:00:00,2293.033,5908.453,4671.204,2905.491,15778.181,228.074
2023-01-05T02:00:00,2294.234,5862.248,4545.941,2904.767,15607.19,227.784
2023-01-05T03:00:00,2289.424,5896.423,4610.586,2896.803,15693.236,229.369
2023-01-05T04:00:00,2262.67,6077.14,4828.472,2900.513,16068.796,228.69
2023-01-05T05:00:00,2235.915,6291.486,4872.558,2955.718,16355.677,224.701
2023-01-05T06:00:00,2234.521,7399.851,4962.214,3167.85,17764.436,237.521
2023-01-05T07:00:00,2330.86,9144.691,5072.429,3297.175,19845.154,257.993
2023-01-05T08:00:00,2456.178,9958.877,5458.181,3442.699,21315.935,273.59
2023-01-05T09:00:00,2597.323,10069.878,5577.297,3526.683,21771.182,279.956
2023-01-05T10:00:00,2931.107,10090.656,5736.897,3593.653,22352.313,289.547
2023-01-05T11:00:00,2937.015,10407.8,5963.685,3554.647,22863.148,294.885
2023-01-05T12:00:00,2941.525,10814.893,6178.393,3479.442,23414.252,306.742
2023-01-05T13:00:00,2943.234,10671.084,6408.149,3522.791,23545.258,322.969
2023-01-05T14:00:00,2978.749,10555.436,6617.981,3539.715,23691.881,347.892
2023-01-05T15:00:00,2987.198,11260.262,6646.17,3557.091,24450.721,386.944
2023-01-05T16:00:00,2998.779,11760.585,6698.946,3480.075,24938.386,417.697
2023-01-05T17:00:00,3007.832,11700.71,6874.442,3430.3,25013.285,417.756
2023-01-05T18:00:00,3008.187,11840.145,6641.083,3462.609,24952.024,422.686
2023-01-05T19:00:00,3009.991,11860.649,6625.187,3438.536,24934.362,429.783
2023-01-05T20:00:00,3012.356,11930.913,6562.025,3398.354,24903.648,440.952
2023-01-05T21:00:00,3016.003,11888.809,6134.095,3326.949,24365.856,447.809
2023-01-05T22:00:00,3014.924,11842.605,4913.253,3198.801,22969.583,434.62
2023-01-05T23:00:00,3062.94,11730.51,3548.92,3038.797,21381.168,419.631
2023-01-06T00:00:00,3081.506,11404.344,2964.569,3069.839,20520.258,398.757
2023-01-06T01:00:00,3109.763,11105.244,3115.902,3050.381,20381.291,386.39
2023-01-06T02:00:00,3080.521,10955.148,3109.755,3034.906,20180.33,369.214
2023-01-06T03:00:00,2890.414,10119.637,3060.371,2957.89,19028.312,343.365
2023-01-06T04:00:00,2737.741,9586.506,3147.695,2911.102,18383.044,323.768
2023-01-06T05:00:00,2840.894,10599.18,3301.784,2990.651,19732.51,326.846
2023-01-06T06:00:00,2932.632,10960.069,3569.903,3071.649,20534.253,325.045
2023-01-06T07:00:00,3001.54,11208.317,4176.933,3107.758,21494.548,326.652
2023-01-06T08:00:00,3059.492,11358.686,5211.257,3166.493,22795.928,327.1
2023-01-06T09:00:00,3003.206,11073.257,5187.518,3127.035,22391.016,309.624
2023-01-06T10:00:00,3065.067,10902.381,5089.173,3124.863,22181.483,295.323
2023-01-06T11:00:00,3069.713,10740.528,4527.289,3103.957,21441.488,279.666
2023-01-06T12:00:00,3069.713,10976.746,4049.125,3098.256,21193.84,275.869
2023-01-06T13:00:00,2932.914,11232.375,3898.852,3013.457,21077.598,278.816
2023-01-06T14:00:00,2919.769,11393.681,4252.387,3046.037,21611.875,302.812
2023-01-06T15:00:00,3090.125,11352.398,5044.027,3274.007,22760.557,332.843
2023-01-06T16:00:00,3126.837,11855.728,5599.976,3405.956,23988.497,355.469
2023-01-06T17:00:00,3129.543,11921.617,5736.474,3475.641,24263.274,352.805
2023-01-06T18:00:00,3126.257,11894.004,5240.507,3417.63,23678.398,351.422
2023-01-06T19:00:00,3115.434,11976.571,4429.367,3349.484,22870.855,352.544
2023-01-06T20:00:00,3108.998,11884.162,3719.964,3326.859,22039.983,356.495
2023-01-06T21:00:00,3101.715,11544.599,2610.398,3267.581,20524.292,348.879
2023-01-06T22:00:00,3007.168,11266.824,2222.526,3262.423,19758.941,349.783
2023-01-06T23:00:00,2902.77,9886.153,1859.24,3160.429,17808.592,338.921
2023-01-07T00:00:00,2803.097,8624.137,1702.396,2937.98,16067.611,329.605
2023-01-07T01:00:00,2717.61,8671.983,1584.763,2839.064,15813.419,330.129
2023-01-07T02:00:00,2691.743,8044.528,1639.658,2815.986,15191.916,317.536
2023-01-07T03:00:00,2687.575,7321.931,1697.309,2813.271,14520.087,302.039
2023-01-07T04:00:00,2647.852,7192.613,1726.135,2814.629,14381.228,296.99
2023-01-07T05:00:00,2651.761,6757.907,1751.569,2823.045,13984.283,289.054
2023-01-07T06:00:00,2652.361,7400.945,1795.867,2852.277,14701.45,297.147
2023-01-07T07:00:00,2665.548,8328.045,1797.986,2930.288,15721.868,306.266
2023-01-07T08:00:00,2681.562,8428.656,1799.894,2947.845,15857.957,302.202
2023-01-07T09:00:00,2697.968,8631.245,2103.833,2953.908,16386.954,296.514
2023-01-07T10:00:00,2709.386,8781.069,2107.436,2962.596,16560.487,281.577
2023-01-07T11:00:00,2737.112,8867.737,2104.257,2979.158,16688.264,271.812
2023-01-07T12:00:00,2654.46,8533.642,2082.638,2917.075,16187.814,261.786
2023-01-07T13:00:00,2646.364,8298.791,2061.018,2874.902,15881.076,259.944
2023-01-07T14:00:00,2618.765,8205.288,2038.339,2871.01,15733.404,270.317
2023-01-07T15:00:00,2634.897,8519.151,2031.133,2871.191,16056.373,288.639
2023-01-07T16:00:00,2754.228,8918.043,2063.138,2920.514,16655.922,292.032
2023-01-07T17:00:00,2754.044,9318.3,2107.86,2952.822,17133.026,277.821
2023-01-07T18:00:00,2755.167,9229.445,2193.064,2945.944,17123.621,269.54
2023-01-07T19:00:00,2657.203,8267.897,2247.112,2871.825,16044.037,256.424
2023-01-07T20:00:00,2640.254,6473.024,2202.39,2806.303,14121.971,231.145
2023-01-07T21:00:00,2645.345,4900.426,2074.795,2746.392,12366.959,209.543
2023-01-07T22:00:00,2648.952,4868.985,2051.269,2736.799,12306.005,211.708
2023-01-07T23:00:00,2653.742,4856.135,2016.933,2692.454,12219.264,211.469
2023-01-08T00:00:00,2624.648,4862.697,1906.718,2779.786,12173.85,211.221
2023-01-08T01:00:00,2623.305,4866.798,1879.376,2708.291,12077.77,212.916
2023-01-08T02:00:00,2619.858,4838.637,1928.337,2721.323,12108.155,217.948
2023-01-08T03:00:00,2613.244,4820.046,2068.649,2713.631,12215.57,225.981
2023-01-08T04:00:00,2612.042,4816.219,1936.391,2727.93,12092.582,226.762
2023-01-08T05:00:00,2603.625,4835.356,1874.713,2718.97,12032.664,229.628
2023-01-08T06:00:00,2597.914,4912.456,1884.675,2722.771,12117.816,235.139
2023-01-08T07:00:00,2602.722,4930.5,1924.945,2724.4,12182.568,236.609
2023-01-08T08:00:00,2602.722,5021.816,1945.293,2788.384,12358.215,236.945
2023-01-08T09:00:00,2622.865,6120.611,1975.814,2831.824,13551.114,247.713
2023-01-08T10:00:00,2629.588,7105.399,1994.89,2890.739,14620.616,257.79
2023-01-08T11:00:00,2733.194,7958.681,2007.395,2930.74,15630.011,262.9
2023-01-08T12:00:00,2802.408,8175.488,2004.639,2942.867,15925.403,267.941
2023-01-08T13:00:00,2704.185,8264.069,2001.672,2884.133,15854.058,275.863
2023-01-08T14:00:00,2836.407,8746.073,2007.182,2943.953,16533.616,298.744
2023-01-08T15:00:00,2949.113,8960.146,2034.949,2985.764,16929.972,310.615
2023-01-08T16:00:00,3020.04,9162.189,1938.298,3023.412,17143.939,308.9
2023-01-08T17:00:00,3012.785,9213.315,1959.918,3015.539,17201.557,294.599
2023-01-08T18:00:00,3008.577,9212.495,1873.017,3012.281,17106.37,289.332
2023-01-08T19:00:00,3000.459,9304.357,1867.082,3025.584,17197.482,294.125
2023-01-08T20:00:00,3011.281,9406.608,1857.545,3024.498,17299.933,297.472
2023-01-08T21:00:00,2924.182,9798.938,1867.718,2999.701,17590.54,307.764
2023-01-08T22:00:00,2908.736,9826.552,1831.898,2987.031,17554.217,310.658
2023-01-08T23:00:00,2736.721,9410.71,1811.339,2924.496,16883.266,300.441
2023-01-09T00:00:00,2669.894,8183.689,1817.698,2900.061,15571.342,281.411
2023-01-09T01:00:00,2667.022,6716.077,1820.454,2866.847,14070.4,260.71
2023-01-09T02:00:00,2665.219,6528.25,1817.486,2874.902,13885.857,258.329
2023-01-09T03:00:00,2654.095,7140.941,1861.996,2851.372,14508.405,269.697
2023-01-09T04:00:00,2624.936,8153.889,2234.607,2877.345,15890.776,291.547
2023-01-09T05:00:00,2627.642,9624.509,2853.506,2949.293,18054.95,320.019
2023-01-09T06:00:00,2631.291,12572.31,3757.056,3114.636,22075.294,360.746
2023-01-09T07:00:00,2735.798,14654.799,4807.489,3348.941,25547.027,382.823
2023-01-09T08:00:00,2845.5,14896.758,5524.098,3379.349,26645.705,384.914
2023-01-09T09:00:00,2939.624,15294.556,6065.846,3430.572,27730.598,384.311
2023-01-09T10:00:00,2942.808,15604.318,6345.623,3443.966,28336.715,381.079
2023-01-09T11:00:00,2942.93,15855.573,6352.405,3440.527,28591.435,383.378
2023-01-09T12:00:00,2864.672,15958.099,6114.172,3495.732,28432.674,390.881
2023-01-09T13:00:00,2852.579,16055.429,6763.803,3489.578,29161.389,411.924
2023-01-09T14:00:00,3003.766,16036.018,6893.729,3587.589,29521.103,431.352
2023-01-09T15:00:00,3014.616,15867.877,6937.816,3659.989,29480.298,448.949
2023-01-09T16:00:00,3023.513,15712.585,7076.008,3634.74,29446.846,449.844
2023-01-09T17:00:00,3057.019,15728.989,6998.646,3649.491,29434.146,441.792
2023-01-09T18:00:00,3060.228,15885.101,7060.323,3653.021,29658.673,439.586
2023-01-09T19:00:00,3061.951,16154.127,7124.757,3608.676,29949.511,441.493
2023-01-09T20:00:00,3061.391,16127.333,6926.794,3583.969,29699.488,442.966
2023-01-09T21:00:00,3064.479,16306.957,6353.253,3486.41,29211.099,442.131
2023-01-09T22:00:00,3037.094,16272.783,5516.044,3353.556,28179.477,435.838
2023-01-09T23:00:00,2962.895,16100.266,4508.849,3145.316,26717.326,429.017
2023-01-10T00:00:00,2831.412,15625.097,3987.66,3089.115,25533.285,420.163
2023-01-10T01:00:00,2719.62,15162.231,3383.597,3037.621,24303.068,409.879
2023-01-10T02:00:00,2713.492,14668.743,3180.971,3054.997,23618.203,402.723
2023-01-10T03:00:00,2724.991,14767.714,3176.308,3043.594,23712.608,405.3
2023-01-10T04:00:00,2712.79,15035.372,3312.806,3090.473,24151.44,405.659
2023-01-10T05:00:00,2696.733,15802.807,4020.512,3243.508,25763.561,419.632
2023-01-10T06:00:00,2908.197,16540.441,5677.339,3498.718,28624.695,436.199
2023-01-10T07:00:00,3009.658,16537.434,6254.908,3608.404,29410.404,428.742
2023-01-10T08:00:00,3041.375,16542.902,6985.292,3642.704,30212.273,433.8
2023-01-10T09:00:00,3039.13,16555.478,7062.655,3672.478,30329.742,425.011
2023-01-10T10:00:00,3032.236,16537.16,7115.431,3574.738,30259.565,413.167
2023-01-10T11:00:00,3040.573,16530.325,7237.304,3531.389,30339.591,403.578
2023-01-10T12:00:00,3036.365,16511.734,7312.758,3519.443,30380.3,402.573
2023-01-10T13:00:00,3032.798,16495.877,7358.54,3553.471,30440.686,407.901
2023-01-10T14:00:00,3038.77,16498.064,7383.55,3571.209,30491.593,417.89
2023-01-10T15:00:00,3040.874,16475.646,7643.403,3630.305,30790.228,429.555
2023-01-10T16:00:00,3034.561,16398.82,7538.063,3555.009,30526.453,424.724
2023-01-10T17:00:00,3040.272,16458.967,7642.767,3556.367,30698.374,404.952
2023-01-10T18:00:00,3011.522,16404.561,7350.91,3479.08,30246.072,387.701
2023-01-10T19:00:00,2909.882,16203.065,6470.886,3393.286,28977.119,373.832
2023-01-10T20:00:00,2815.704,15386.145,5208.714,3207.942,26618.505,345.843
2023-01-10T21:00:00,2710.717,13011.118,4981.501,2980.968,23684.304,317.471
2023-01-10T22:00:00,2623.001,10875.314,5024.74,2909.382,21432.438,296.187
2023-01-10T23:00:00,2613.629,8593.243,4880.612,2880.332,18967.816,269.695
2023-01-11T00:00:00,2595.044,8062.847,4377.015,2825.127,17860.033,266.511
2023-01-11T01:00:00,2583.62,7753.084,3482.579,2825.76,16645.043,255.559
2023-01-11T02:00:00,2587.228,7744.062,3338.875,2834.629,16504.795,251.536
2023-01-11T03:00:00,2593.842,7726.564,3223.361,2807.389,16351.157,254.467
2023-01-11T04:00:00,2548.025,7711.527,3260.665,2811.642,16331.86,250.86
2023-01-11T05:00:00,2566.377,7703.871,3491.057,2836.801,16598.107,243.082
2023-01-11T06:00:00,2639.25,9102.588,3739.04,2962.415,18443.294,256.019
2023-01-11T07:00:00,2732.049,12878.519,4891.846,3168.936,23671.35,311.537
2023-01-11T08:00:00,2834.522,14183.731,6238.587,3422.246,26679.086,343.442
2023-01-11T09:00:00,2910.485,14165.687,6635.996,3451.749,27163.917,348.84
2023-01-11T10:00:00,2928.724,14237.044,6832.476,3436.454,27434.698,356.047
2023-01-11T11:00:00,2921.437,14733.813,6618.404,3455.369,27729.023,362.68
2023-01-11T12:00:00,2895.939,14951.986,6248.973,3456.274,27553.171,367.398
2023-01-11T13:00:00,2830.92,14894.025,5748.766,3433.83,26907.541,363.335
2023-01-11T14:00:00,2889.269,14973.584,5669.073,3463.152,26995.078,366.446
2023-01-11T15:00:00,2959.174,15014.867,5645.334,3489.849,27109.224,373.798
2023-01-11T16:00:00,2974.824,14991.902,5928.29,3487.677,27382.693,376.76
2023-01-11T17:00:00,2907.238,14689.522,6123.073,3415.368,27135.201,362.033
2023-01-11T18:00:00,2968.401,14306.762,6193.653,3424.237,26893.053,345.51
2023-01-11T19:00:00,2877.94,13349.587,5995.267,3393.014,25615.808,329.013
2023-01-11T20:00:00,2765.314,12073.628,5493.576,3124.32,23456.839,313.465
2023-01-11T21:00:00,2696.403,9621.228,4959.671,2981.601,20258.902,279.572
2023-01-11T22:00:00,2743.95,7666.689,4522.838,2987.122,17920.598,251.162
2023-01-11T23:00:00,2604.961,6121.431,4327.842,2898.794,15953.028,226.231
2023-01-12T00:00:00,2591.326,5452.421,4040.224,2847.118,14931.089,209.826
2023-01-12T01:00:00,2589.021,5341.147,3746.035,2848.838,14525.041,208.295
2023-01-12T02:00:00,2592.428,5882.753,3637.091,2842.412,14954.684,218.458
2023-01-12T03:00:00,2575.232,5843.93,3272.534,2841.96,14533.656,213.757
2023-01-12T04:00:00,2569.22,5842.29,3173.129,2840.602,14425.242,212.834
2023-01-12T05:00:00,2556.895,5869.904,3236.291,2863.861,14526.951,206.427
2023-01-12T06:00:00,2560.502,6570.082,3403.733,2970.651,15504.967,210.822
2023-01-12T07:00:00,2601.498,7976.452,4062.478,3028.39,17668.819,224.573
2023-01-12T08:00:00,2599.2,8259.421,4492.105,3036.263,18386.989,226.225
2023-01-12T09:00:00,2594.173,7811.319,4630.51,3045.223,18081.224,221.149
2023-01-12T10:00:00,2588.159,7481.324,4650.221,3067.486,17787.19,214.263
2023-01-12T11:00:00,2591.166,7511.125,4767.006,3121.243,17990.54,214.044
2023-01-12T12:00:00,2606.879,7467.107,4606.559,3073.549,17754.094,213.619
2023-01-12T13:00:00,2596.618,7416.528,4376.167,3056.807,17446.12,212.664
2023-01-12T14:00:00,2627.309,8094.014,3931.493,3090.292,17743.108,220.556
2023-01-12T15:00:00,2716.199,8810.05,3835.055,3109.93,18471.233,234.893
2023-01-12T16:00:00,2830.535,8645.736,4090.033,3104.862,18671.166,245.218
2023-01-12T17:00:00,2925.278,8956.592,4676.927,3131.831,19690.629,249.275
2023-01-12T18:00:00,3011.011,8424.282,5170.774,3164.954,19771.021,245.178
2023-01-12T19:00:00,2854.853,8229.347,4867.259,3099.251,19050.711,236.938
2023-01-12T20:00:00,2684.058,7541.746,4587.907,2997.439,17811.149,227.419
2023-01-12T21:00:00,2641.807,6519.502,4443.144,2969.022,16573.475,216.203
2023-01-12T22:00:00,2583.362,5398.014,4352.005,2902.052,15235.433,204.707
2023-01-12T23:00:00,2555.869,4271.058,4336.744,2901.147,14064.818,192.518
2023-01-13T00:00:00,2625.627,4277.347,4081.342,2862.051,13846.367,192.608
2023-01-13T01:00:00,2595.753,4448.495,3661.466,2821.235,13526.95,190.677
2023-01-13T02:00:00,2592.546,4145.021,3636.456,2812.547,13186.57,189.667
2023-01-13T03:00:00,2587.395,4134.905,3437.645,2813.09,12973.036,187.869
2023-01-13T04:00:00,2558.537,4128.89,3356.255,2811.914,12855.596,191.212
2023-01-13T05:00:00,2550.118,4265.59,3343.327,2916.622,13075.657,192.108
2023-01-13T06:00:00,2575.773,4664.755,3326.37,2994.543,13561.441,195.51
2023-01-13T07:00:00,2673.141,5385.165,3584.527,3067.757,14710.591,204.707
2023-01-13T08:00:00,2790.044,5950.283,3877.657,3146.583,15764.567,209.974
2023-01-13T09:00:00,2790.811,5966.14,3952.899,3200.159,15910.01,208.272
2023-01-13T10:00:00,2770.688,6071.673,3841.625,3394.734,16078.72,203.939
2023-01-13T11:00:00,2691.804,6155.06,3460.112,3312.469,15619.445,193.672
2023-01-13T12:00:00,2584.198,5152.774,3375.331,3364.326,14476.629,177.262
2023-01-13T13:00:00,2594.514,5061.732,3491.905,3372.38,14520.531,177.608
2023-01-13T14:00:00,2593.912,5130.902,3307.718,3322.062,14354.595,180.47
2023-01-13T15:00:00,2608.04,5776.947,3348.413,3422.517,15155.918,195.361
2023-01-13T16:00:00,2617.96,6135.102,3786.094,3435.821,15974.977,208.155
2023-01-13T17:00:00,2687.965,6169.003,4281.001,3542.158,16680.128,210.718
2023-01-13T18:00:00,2710.978,5709.964,4873.617,3538.991,16833.55,209.151
2023-01-13T19:00:00,2768.111,5787.883,5164.628,3613.11,17333.732,219.853
2023-01-13T20:00:00,2661.047,5667.586,5002.061,3532.113,16862.807,221.76
2023-01-13T21:00:00,2646.959,5782.961,4800.495,3338.624,16569.039,223.062
2023-01-13T22:00:00,2637.639,5760.543,4502.49,3105.948,16006.621,222.873
2023-01-13T23:00:00,2625.314,4871.993,4414.107,3049.386,14960.799,214.479
2023-01-14T00:00:00,2513.563,4314.802,3835.267,2993.366,13656.998,200.914
2023-01-14T01:00:00,2524.686,4303.867,3291.61,2995.629,13115.792,198.204
2023-01-14T02:00:00,2520.778,4228.681,2843.756,2935.175,12528.391,193.76
2023-01-14T03:00:00,2505.146,4161.972,2607.43,2864.494,12139.042,192.534
2023-01-14T04:00:00,2492.86,4451.776,2479.623,2846.756,12271.016,199.793
2023-01-14T05:00:00,2491.778,4549.927,2454.613,2861.508,12357.826,208.181
2023-01-14T06:00:00,2482.339,4664.208,2426.211,2870.739,12443.496,215.032
2023-01-14T07:00:00,2477.77,4619.917,2416.462,2901.237,12415.386,212.113
2023-01-14T08:00:00,2495.846,4677.604,2328.501,2898.522,12400.474,200.799
2023-01-14T09:00:00,2500.316,4625.112,2264.068,2920.604,12310.1,186.394
2023-01-14T10:00:00,2497.911,4641.789,2291.834,2920.695,12352.228,176.021
2023-01-14T11:00:00,2494.003,4660.38,2270.215,2929.564,12354.162,170.793
2023-01-14T12:00:00,2509.936,4718.888,2265.34,2956.623,12450.788,169.363
2023-01-14T13:00:00,2513.543,4482.124,2251.563,2922.867,12170.097,166.666
2023-01-14T14:00:00,2517.752,4435.646,2300.1,2881.87,12135.368,166.538
2023-01-14T15:00:00,2505.507,4507.55,2458.852,2903.952,12375.861,168.056
2023-01-14T16:00:00,2476.758,4512.198,2806.877,2910.197,12706.029,170.69
2023-01-14T17:00:00,2470.991,4736.933,3178.428,2914.993,13301.345,176.438
2023-01-14T18:00:00,2470.429,4628.939,3257.91,2912.278,13269.557,173.525
