Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
01.01.2025 00:00;01.01.2025 00:15;987,75;358,75;603,75;8.241,75;2,50;32,75;-;813,25;757,25;1.177,75;113,25;492,00
01.01.2025 00:15;01.01.2025 00:30;955,75;374,50;650,25;8.206,25;2,25;32,75;-;816,75;688,75;1.173,75;209,50;466,75
01.01.2025 00:30;01.01.2025 00:45;941,00;353,00;635,50;8.206,00;2,25;32,75;-;815,75;682,00;1.162,75;108,75;466,50
01.01.2025 00:45;01.01.2025 01:00;934,00;354,75;612,50;8.221,75;2,50;33,00;-;823,75;678,50;1.178,25;26,50;469,75
01.01.2025 01:00;01.01.2025 01:15;950,00;349,25;563,25;8.312,25;2,50;32,75;-;957,75;676,75;1.126,75;91,75;468,50
01.01.2025 01:15;01.01.2025 01:30;938,00;335,25;627,50;8.371,50;2,50;32,75;-;964,25;681,50;1.058,00;21,25;463,75
01.01.2025 01:30;01.01.2025 01:45;937,00;346,00;602,75;8.409,25;2,25;32,75;-;921,25;679,75;1.052,75;31,25;467,75
01.01.2025 01:45;01.01.2025 02:00;938,00;349,50;602,00;8.427,00;2,25;32,75;-;896,00;681,00;1.090,00;0,00;471,00
01.01.2025 02:00;01.01.2025 02:15;929,00;337,75;669,00;8.443,25;2,25;32,75;-;827,25;680,75;1.046,50;1,00;465,75
01.01.2025 02:15;01.01.2025 02:30;935,25;330,75;666,00;8.478,25;2,25;32,75;-;814,00;681,50;1.059,00;0,00;457,50
01.01.2025 02:30;01.01.2025 02:45;934,75;341,75;646,50;8.425,00;2,25;32,75;-;816,50;678,50;1.055,00;0,00;461,00
01.01.2025 02:45;01.01.2025 03:00;938,00;333,50;632,50;8.420,50;2,25;32,75;-;807,25;676,25;1.057,25;0,00;453,00
01.01.2025 03:00;01.01.2025 03:15;937,25;332,25;451,25;8.180,25;2,50;33,00;-;808,25;678,25;1.047,50;76,50;448,75
01.01.2025 03:15;01.01.2025 03:30;936,00;331,75;436,75;8.152,25;2,25;31,50;-;805,75;661,50;1.066,25;20,50;445,25
01.01.2025 03:30;01.01.2025 03:45;932,25;327,25;410,25;8.233,50;2,25;31,00;-;805,25;648,25;1.081,25;0,00;447,00
01.01.2025 03:45;01.01.2025 04:00;934,00;325,00;386,00;8.310,25;2,25;32,25;-;807,25;651,00;1.084,50;0,00;448,00
01.01.2025 04:00;01.01.2025 04:15;932,75;338,75;356,00;8.267,00;2,25;32,25;-;812,75;648,25;1.085,00;2,50;444,00
01.01.2025 04:15;01.01.2025 04:30;929,00;328,00;344,75;8.237,75;2,25;32,25;-;810,25;651,00;1.087,50;0,50;444,25
01.01.2025 04:30;01.01.2025 04:45;926,50;329,75;324,25;8.276,50;2,25;32,25;-;808,25;646,75;1.077,00;0,25;441,50
01.01.2025 04:45;01.01.2025 05:00;926,25;325,00;302,75;8.332,50;2,25;30,75;-;806,25;637,25;1.085,50;0,00;440,50
01.01.2025 05:00;01.01.2025 05:15;924,50;322,75;316,75;8.361,75;2,50;31,50;-;803,50;601,50;1.111,25;0,00;443,50
01.01.2025 05:15;01.01.2025 05:30;927,25;324,75;307,75;8.369,00;2,25;32,50;-;806,25;597,25;1.118,00;0,00;442,75
01.01.2025 05:30;01.01.2025 05:45;930,00;325,00;291,75;8.412,00;2,25;33,00;-;808,25;601,25;1.116,75;0,00;440,50
01.01.2025 05:45;01.01.2025 06:00;934,00;325,75;247,00;8.428,00;2,25;32,75;-;805,75;603,25;1.118,00;0,00;439,25
01.01.2025 06:00;01.01.2025 06:15;938,50;334,00;233,75;8.864,75;2,50;32,50;-;810,50;587,25;1.115,00;4,75;444,50
01.01.2025 06:15;01.01.2025 06:30;937,50;335,50;251,50;8.846,00;2,50;32,25;-;810,50;577,75;1.111,50;8,50;440,75
01.01.2025 06:30;01.01.2025 06:45;935,75;333,25;275,75;8.833,25;2,75;32,25;-;809,00;554,25;1.121,75;3,25;436,25
01.01.2025 06:45;01.01.2025 07:00;939,75;347,75;276,00;8.896,25;2,75;32,50;-;807,00;549,00;1.129,50;0,25;441,50
01.01.2025 07:00;01.01.2025 07:15;948,00;374,75;314,25;8.992,50;2,75;32,50;-;819,50;519,25;1.125,25;80,75;438,50
01.01.2025 07:15;01.01.2025 07:30;947,75;369,25;317,50;9.010,25;2,75;32,25;-;813,75;494,25;1.112,50;5,75;442,25
01.01.2025 07:30;01.01.2025 07:45;935,25;359,50;336,50;9.049,25;3,00;32,25;-;808,00;497,25;1.103,75;5,75;439,50
01.01.2025 07:45;01.01.2025 08:00;952,00;350,50;341,75;9.037,75;4,00;32,25;-;810,00;477,00;1.085,50;2,75;440,75
01.01.2025 08:00;01.01.2025 08:15;967,75;351,75;576,50;8.965,00;11,00;32,00;-;807,50;472,25;1.071,50;6,00;437,50
01.01.2025 08:15;01.01.2025 08:30;974,00;352,75;627,25;8.954,00;52,00;32,25;-;808,00;475,25;1.020,75;16,75;436,75
01.01.2025 08:30;01.01.2025 08:45;974,50;359,25;609,75;8.878,50;233,00;32,25;-;813,00;458,00;986,25;17,25;434,50
01.01.2025 08:45;01.01.2025 09:00;970,50;347,50;605,50;8.864,00;427,50;32,25;-;812,75;454,50;1.002,25;16,75;439,75
01.01.2025 09:00;01.01.2025 09:15;973,00;355,75;559,50;8.675,50;653,25;32,00;-;808,25;456,75;1.004,50;6,75;438,75
01.01.2025 09:15;01.01.2025 09:30;971,25;371,50;525,50;8.635,25;884,50;32,00;-;810,25;455,50;1.004,75;10,25;437,75
01.01.2025 09:30;01.01.2025 09:45;975,50;373,25;505,00;8.624,25;1.137,00;32,00;-;810,25;456,75;1.004,00;14,25;438,25
01.01.2025 09:45;01.01.2025 10:00;975,50;346,00;503,75;8.662,25;1.377,00;32,25;-;809,75;459,25;996,50;9,25;443,00
01.01.2025 10:00;01.01.2025 10:15;964,75;365,00;542,50;8.939,00;1.619,00;31,75;-;817,75;458,25;1.002,25;11,25;446,50
01.01.2025 10:15;01.01.2025 10:30;960,25;349,50;547,25;9.068,50;1.866,00;31,75;-;818,00;459,25;996,25;6,25;452,25
01.01.2025 10:30;01.01.2025 10:45;947,75;365,75;508,25;9.084,00;2.096,25;31,75;-;818,50;463,00;991,00;8,50;446,25
01.01.2025 10:45;01.01.2025 11:00;949,25;351,25;518,25;9.055,50;2.331,75;31,50;-;819,00;463,75;998,50;0,50;446,50
01.01.2025 11:00;01.01.2025 11:15;959,00;360,00;460,00;9.085,00;2.546,25;31,25;-;817,75;461,00;997,00;8,00;453,25
01.01.2025 11:15;01.01.2025 11:30;960,00;359,25;464,00;8.998,50;2.742,75;31,25;-;816,50;462,50;990,50;11,50;457,00
01.01.2025 11:30;01.01.2025 11:45;961,50;361,00;463,00;8.948,75;2.874,75;31,00;-;816,25;462,75;993,50;11,50;457,50
01.01.2025 11:45;01.01.2025 12:00;949,50;357,00;464,00;8.886,00;2.983,00;31,25;-;815,00;463,50;988,50;23,25;461,25
01.01.2025 12:00;01.01.2025 12:15;952,00;373,25;508,50;9.052,75;3.022,75;31,25;-;825,00;463,75;955,25;7,25;460,50
01.01.2025 12:15;01.01.2025 12:30;938,00;373,75;537,50;9.157,50;3.044,25;31,00;-;823,50;462,75;897,50;22,25;451,75
01.01.2025 12:30;01.01.2025 12:45;931,00;369,25;548,50;9.221,75;3.044,25;28,50;-;817,50;461,75;897,50;4,50;455,00
01.01.2025 12:45;01.01.2025 13:00;951,50;371,25;550,50;9.209,25;2.999,25;28,50;-;817,50;460,50;896,00;19,75;459,00
01.01.2025 13:00;01.01.2025 13:15;948,50;376,00;574,75;9.369,25;2.908,50;28,50;-;815,00;461,50;891,25;43,25;464,50
01.01.2025 13:15;01.01.2025 13:30;931,00;359,50;654,50;9.343,50;2.775,00;28,25;-;814,50;464,00;910,25;34,75;455,50
01.01.2025 13:30;01.01.2025 13:45;934,50;377,75;696,75;9.404,50;2.593,00;28,50;-;807,50;463,50;910,50;22,50;451,00
01.01.2025 13:45;01.01.2025 14:00;941,25;376,00;763,75;9.499,75;2.382,75;30,00;-;805,00;460,50;911,00;39,75;443,75
01.01.2025 14:00;01.01.2025 14:15;932,50;364,75;750,75;9.477,75;2.131,25;30,75;-;808,50;462,50;907,50;5,25;437,75
01.01.2025 14:15;01.01.2025 14:30;950,75;348,75;823,50;9.564,75;1.904,75;31,25;-;819,25;456,50;906,00;41,75;447,50
01.01.2025 14:30;01.01.2025 14:45;947,50;362,50;888,50;9.724,25;1.638,25;31,25;-;828,00;457,25;904,75;20,00;442,75
01.01.2025 14:45;01.01.2025 15:00;931,25;362,50;1.000,75;9.825,25;1.368,75;31,25;-;835,75;459,75;895,75;21,00;444,75
01.01.2025 15:00;01.01.2025 15:15;928,50;344,25;1.112,50;9.993,00;1.088,00;31,25;-;837,50;458,25;892,50;10,25;447,00
01.01.2025 15:15;01.01.2025 15:30;951,50;351,25;1.161,00;10.268,00;813,75;31,25;-;836,75;459,25;899,25;10,50;443,25
01.01.2025 15:30;01.01.2025 15:45;957,50;351,00;1.200,75;10.455,00;550,50;31,75;-;840,50;464,00;901,00;3,00;447,25
01.01.2025 15:45;01.01.2025 16:00;968,75;379,25;1.138,75;10.545,75;320,50;31,50;-;833,75;452,25;897,75;73,25;459,00
01.01.2025 16:00;01.01.2025 16:15;965,25;360,00;1.152,75;10.342,25;142,00;32,00;-;847,00;452,25;901,75;67,50;467,00
01.01.2025 16:15;01.01.2025 16:30;994,25;354,50;1.229,25;10.423,50;36,25;31,75;-;844,50;463,75;914,25;104,25;462,50
01.01.2025 16:30;01.01.2025 16:45;1.003,25;381,75;1.219,25;10.562,00;8,75;32,00;-;850,25;500,50;915,50;96,75;467,00
01.01.2025 16:45;01.01.2025 17:00;1.008,25;364,75;1.119,25;10.572,25;5,75;32,25;-;854,00;517,75;911,00;163,75;463,75
01.01.2025 17:00;01.01.2025 17:15;1.018,00;366,50;1.124,75;10.728,25;5,50;32,25;-;844,00;527,00;922,25;82,75;460,00
01.01.2025 17:15;01.01.2025 17:30;1.024,25;359,75;1.221,50;10.960,25;5,25;31,75;-;835,75;567,75;921,50;80,50;463,25
01.01.2025 17:30;01.01.2025 17:45;1.024,50;361,75;1.236,25;11.021,50;4,50;32,00;-;829,00;601,00;922,75;103,25;463,25
01.01.2025 17:45;01.01.2025 18:00;1.032,50;346,00;1.227,25;11.051,75;4,00;32,00;-;828,50;630,75;924,75;126,75;463,25
01.01.2025 18:00;01.01.2025 18:15;1.030,75;342,75;1.012,50;11.085,00;3,75;32,00;-;825,00;649,25;920,50;143,50;458,00
01.01.2025 18:15;01.01.2025 18:30;1.026,50;338,50;964,50;11.089,75;3,75;32,00;-;820,50;658,75;920,75;131,50;452,00
01.01.2025 18:30;01.01.2025 18:45;1.036,25;340,00;930,75;11.017,50;3,50;32,00;-;823,00;668,50;925,00;161,50;445,25
01.01.2025 18:45;01.01.2025 19:00;1.038,00;338,50;895,50;11.007,50;3,50;32,00;-;820,75;691,25;932,25;79,50;455,25
01.01.2025 19:00;01.01.2025 19:15;1.031,75;353,50;887,00;10.916,00;3,25;32,00;-;824,25;693,75;938,00;135,00;457,25
01.01.2025 19:15;01.01.2025 19:30;1.029,00;375,75;876,25;10.852,25;3,25;32,00;-;830,50;693,50;936,50;126,75;449,75
01.01.2025 19:30;01.01.2025 19:45;1.026,50;354,00;869,25;10.819,00;3,00;32,00;-;827,00;693,25;933,50;92,00;447,25
01.01.2025 19:45;01.01.2025 20:00;1.026,25;345,25;864,25;10.751,25;2,75;32,00;-;827,00;697,75;924,00;95,00;447,50
01.01.2025 20:00;01.01.2025 20:15;1.010,00;341,25;993,75;10.761,50;3,50;31,75;-;811,00;706,75;910,00;149,00;446,50
01.01.2025 20:15;01.01.2025 20:30;1.013,25;337,75;1.013,00;10.670,75;3,00;31,75;-;800,00;720,75;898,00;123,75;443,50
01.01.2025 20:30;01.01.2025 20:45;1.006,75;337,00;999,00;10.616,25;3,00;31,75;-;798,50;729,25;888,50;78,00;451,00
01.01.2025 20:45;01.01.2025 21:00;1.006,25;334,00;973,50;10.626,00;3,00;31,75;-;800,00;741,00;889,50;53,50;446,25
01.01.2025 21:00;01.01.2025 21:15;994,50;332,75;1.014,00;10.525,50;3,00;31,75;-;799,00;741,50;888,00;138,00;453,50
01.01.2025 21:15;01.01.2025 21:30;994,75;341,25;1.041,50;10.373,00;2,75;32,00;-;799,25;744,25;891,50;109,00;454,50
01.01.2025 21:30;01.01.2025 21:45;993,00;341,25;995,00;10.274,00;2,75;32,00;-;797,75;760,00;891,50;103,25;448,50
01.01.2025 21:45;01.01.2025 22:00;993,25;340,25;929,00;10.248,75;2,75;32,00;-;799,25;759,25;892,50;206,00;442,00
01.01.2025 22:00;01.01.2025 22:15;985,50;352,00;996,50;9.890,50;2,50;32,00;-;800,00;760,00;881,75;206,50;437,25
01.01.2025 22:15;01.01.2025 22:30;985,75;336,25;1.002,50;9.916,00;2,50;32,25;-;796,50;771,25;883,00;115,25;439,00
01.01.2025 22:30;01.01.2025 22:45;982,00;334,25;926,50;9.933,25;2,50;32,00;-;797,00;778,50;882,75;115,25;445,00
01.01.2025 22:45;01.01.2025 23:00;976,75;329,00;928,00;9.923,50;2,50;32,00;-;798,50;780,00;883,50;123,75;448,75
01.01.2025 23:00;01.01.2025 23:15;964,50;345,25;994,50;9.996,25;2,50;32,25;-;793,00;781,00;879,50;175,25;448,75
01.01.2025 23:15;01.01.2025 23:30;959,50;339,75;979,25;9.959,00;2,25;32,00;-;794,50;781,00;877,00;111,00;444,25
01.01.2025 23:30;01.01.2025 23:45;957,00;332,50;1.071,00;9.880,00;2,50;32,25;-;797,75;778,00;884,50;79,75;444,00
01.01.2025 23:45;02.01.2025 00:00;951,75;330,25;1.070,25;9.777,00;2,50;32,25;-;801,00;775,00;885,75;121,50;454,25
02.01.2025 00:00;02.01.2025 00:15;918,00;344,00;1.049,25;9.677,75;2,50;32,25;-;841,50;798,00;896,75;125,75;484,00
02.01.2025 00:15;02.01.2025 00:30;933,00;356,00;997,25;9.465,50;2,25;32,50;-;861,25;822,75;899,25;184,00;438,75
02.01.2025 00:30;02.01.2025 00:45;938,00;349,25;997,25;9.405,00;2,00;32,25;-;861,00;811,25;899,25;183,25;436,25
02.01.2025 00:45;02.01.2025 01:00;937,50;351,00;989,25;9.189,25;1,75;32,25;-;877,25;796,25;868,25;200,00;435,25
02.01.2025 01:00;02.01.2025 01:15;934,00;350,50;1.149,25;9.130,50;1,75;32,50;-;934,00;769,50;842,25;171,25;435,75
02.01.2025 01:15;02.01.2025 01:30;931,75;331,50;1.186,00;9.144,25;1,50;32,50;-;952,75;738,25;839,50;85,00;435,00
02.01.2025 01:30;02.01.2025 01:45;927,50;330,25;1.197,00;9.096,75;1,50;32,50;-;971,75;716,25;834,00;83,75;441,75
02.01.2025 01:45;02.01.2025 02:00;930,25;337,25;1.221,50;8.859,25;1,75;32,25;-;985,50;685,75;830,75;111,00;444,25
02.01.2025 02:00;02.01.2025 02:15;931,50;340,25;1.277,75;8.587,25;1,75;32,25;-;984,25;656,25;851,25;88,00;447,00
02.01.2025 02:15;02.01.2025 02:30;934,00;350,25;1.280,50;8.450,50;1,25;32,25;-;985,25;623,00;851,25;146,75;443,25
02.01.2025 02:30;02.01.2025 02:45;935,50;335,00;1.333,25;8.508,25;1,50;32,25;-;984,25;601,25;850,25;102,50;442,50
02.01.2025 02:45;02.01.2025 03:00;926,25;324,00;1.373,25;8.540,00;1,50;32,25;-;987,50;580,00;838,00;74,00;439,25
02.01.2025 03:00;02.01.2025 03:15;931,50;324,50;1.403,75;8.389,25;1,50;32,00;-;991,00;568,75;836,00;75,50;442,75
02.01.2025 03:15;02.01.2025 03:30;927,25;327,50;1.399,50;8.236,75;1,75;32,00;-;993,00;574,50;877,50;91,00;440,75
02.01.2025 03:30;02.01.2025 03:45;932,75;351,00;1.407,00;8.018,50;1,75;32,00;-;993,00;576,75;877,75;127,25;439,50
02.01.2025 03:45;02.01.2025 04:00;940,25;354,75;1.383,50;7.899,25;1,50;31,75;-;1.022,50;579,75;897,50;129,50;441,00
02.01.2025 04:00;02.01.2025 04:15;929,75;352,25;1.249,75;7.771,50;1,50;32,00;-;1.102,25;600,50;947,25;34,75;439,50
02.01.2025 04:15;02.01.2025 04:30;943,25;352,00;1.249,50;7.763,50;1,50;31,50;-;1.113,75;604,50;1.007,75;27,50;438,00
02.01.2025 04:30;02.01.2025 04:45;945,00;353,75;1.229,75;7.710,50;1,50;31,25;-;1.121,00;623,50;1.048,50;14,50;445,00
02.01.2025 04:45;02.01.2025 05:00;944,75;351,00;1.204,75;7.640,75;1,50;31,50;-;1.127,75;677,25;1.080,00;71,25;447,00
02.01.2025 05:00;02.01.2025 05:15;949,75;344,00;1.147,25;7.536,50;1,50;31,25;-;1.133,75;690,50;1.193,75;29,50;445,50
02.01.2025 05:15;02.01.2025 05:30;953,00;350,25;1.136,50;7.473,25;1,50;31,25;-;1.139,00;703,25;1.265,50;30,75;446,00
02.01.2025 05:30;02.01.2025 05:45;955,75;342,75;1.143,50;7.403,25;1,50;31,00;-;1.158,25;719,50;1.293,75;27,50;446,50
02.01.2025 05:45;02.01.2025 06:00;959,50;346,25;1.140,25;7.407,00;1,50;31,25;-;1.237,75;727,00;1.367,25;91,00;450,50
02.01.2025 06:00;02.01.2025 06:15;968,25;341,00;1.368,75;7.389,00;1,25;31,25;-;1.414,25;724,25;1.549,50;41,50;450,75
02.01.2025 06:15;02.01.2025 06:30;979,00;348,25;1.377,25;7.128,50;1,75;31,25;-;1.546,75;735,50;1.513,25;43,25;446,50
02.01.2025 06:30;02.01.2025 06:45;967,00;344,25;1.450,25;6.975,00;1,50;31,25;-;1.663,00;795,00;1.521,50;55,50;444,50
02.01.2025 06:45;02.01.2025 07:00;986,75;353,75;1.393,00;6.753,50;1,75;31,25;-;1.756,25;847,50;1.625,75;63,25;448,50
02.01.2025 07:00;02.01.2025 07:15;1.002,50;364,75;1.492,75;6.462,75;1,75;31,25;-;1.917,25;867,50;1.859,00;42,75;454,50
02.01.2025 07:15;02.01.2025 07:30;1.020,25;347,00;1.480,25;6.326,25;1,75;31,00;-;1.979,75;915,00;1.877,75;85,25;463,00
02.01.2025 07:30;02.01.2025 07:45;1.024,00;342,00;1.458,00;6.224,75;1,75;31,00;-;1.976,50;975,25;1.917,50;74,50;467,25
02.01.2025 07:45;02.01.2025 08:00;1.031,50;347,00;1.436,00;6.088,50;3,00;30,75;-;2.060,25;1.030,25;1.951,75;102,50;472,50
02.01.2025 08:00;02.01.2025 08:15;1.047,50;327,25;1.461,00;5.832,00;3,50;30,50;-;2.163,75;1.131,00;2.094,75;91,75;472,50
02.01.2025 08:15;02.01.2025 08:30;1.060,75;342,25;1.419,00;5.547,75;8,75;30,25;-;2.239,25;1.184,00;2.107,00;204,00;468,50
02.01.2025 08:30;02.01.2025 08:45;1.075,75;368,75;1.413,75;5.418,50;50,75;30,25;-;2.241,00;1.189,25;2.161,75;309,75;467,25
02.01.2025 08:45;02.01.2025 09:00;1.083,75;372,00;1.459,50;5.237,25;128,50;30,00;-;2.245,00;1.181,50;2.236,25;431,00;461,50
02.01.2025 09:00;02.01.2025 09:15;1.081,25;333,75;1.499,25;5.030,00;231,00;30,00;-;2.325,50;1.201,50;2.279,25;262,25;450,75
02.01.2025 09:15;02.01.2025 09:30;1.073,25;334,00;1.510,00;4.712,25;330,25;30,00;-;2.335,75;1.219,25;2.293,50;210,25;444,25
02.01.2025 09:30;02.01.2025 09:45;1.081,50;352,50;1.496,25;4.444,75;450,00;30,25;-;2.341,00;1.247,75;2.305,25;217,75;451,50
02.01.2025 09:45;02.01.2025 10:00;1.081,50;354,50;1.470,75;4.268,50;597,75;29,75;-;2.357,25;1.271,00;2.355,50;244,25;455,50
02.01.2025 10:00;02.01.2025 10:15;1.071,25;351,25;1.440,50;4.049,50;757,00;29,75;-;2.376,25;1.284,75;2.507,00;261,00;442,75
02.01.2025 10:15;02.01.2025 10:30;1.067,75;350,50;1.299,00;3.875,50;937,25;30,25;-;2.377,25;1.280,50;2.531,50;307,50;438,25
02.01.2025 10:30;02.01.2025 10:45;1.065,00;340,25;1.221,25;3.713,00;1.119,75;30,75;-;2.383,50;1.281,25;2.528,50;261,25;447,50
02.01.2025 10:45;02.01.2025 11:00;1.063,50;365,00;1.140,00;3.544,00;1.263,75;31,25;-;2.371,50;1.280,75;2.555,25;297,00;452,00
02.01.2025 11:00;02.01.2025 11:15;1.049,75;340,25;1.218,75;3.405,00;1.392,25;31,25;-;2.377,50;1.299,00;2.552,00;61,50;450,50
02.01.2025 11:15;02.01.2025 11:30;1.046,00;348,00;1.294,75;3.301,25;1.518,75;31,00;-;2.373,50;1.300,50;2.533,75;187,00;440,75
02.01.2025 11:30;02.01.2025 11:45;1.040,75;333,25;1.327,00;3.172,50;1.603,75;31,25;-;2.375,50;1.298,00;2.541,75;105,25;442,25
02.01.2025 11:45;02.01.2025 12:00;1.040,75;336,25;1.329,00;3.037,25;1.658,25;31,25;-;2.375,25;1.296,75;2.547,25;122,00;446,25
02.01.2025 12:00;02.01.2025 12:15;1.017,75;350,50;1.285,25;2.957,50;1.677,00;31,00;-;2.369,00;1.304,50;2.543,00;58,50;442,25
02.01.2025 12:15;02.01.2025 12:30;1.015,75;349,50;1.302,25;2.920,75;1.679,00;31,00;-;2.367,00;1.306,50;2.540,25;55,00;435,75
02.01.2025 12:30;02.01.2025 12:45;1.013,75;346,00;1.356,75;2.926,75;1.690,75;31,25;-;2.363,50;1.307,00;2.541,75;47,75;437,00
02.01.2025 12:45;02.01.2025 13:00;1.013,75;332,50;1.446,00;2.987,50;1.658,00;30,75;-;2.348,25;1.298,00;2.534,00;59,25;441,75
02.01.2025 13:00;02.01.2025 13:15;1.010,00;355,50;1.395,25;2.957,00;1.631,00;31,25;-;2.394,50;1.254,00;2.520,50;53,75;448,25
02.01.2025 13:15;02.01.2025 13:30;1.007,75;350,50;1.420,25;2.966,50;1.538,50;31,50;-;2.399,25;1.227,75;2.517,00;40,75;440,75
02.01.2025 13:30;02.01.2025 13:45;1.006,75;359,50;1.326,25;2.997,25;1.415,25;31,25;-;2.400,75;1.227,75;2.519,25;41,50;435,50
02.01.2025 13:45;02.01.2025 14:00;1.007,75;369,00;1.326,50;2.943,00;1.274,50;31,75;-;2.403,00;1.198,25;2.503,25;42,50;436,00
02.01.2025 14:00;02.01.2025 14:15;1.014,25;391,25;1.241,50;2.927,00;1.134,25;31,75;-;2.405,75;1.217,00;2.521,00;89,00;439,50
02.01.2025 14:15;02.01.2025 14:30;1.022,25;380,25;1.309,50;2.845,25;981,50;31,75;-;2.394,50;1.213,50;2.497,00;152,25;425,50
02.01.2025 14:30;02.01.2025 14:45;1.034,50;390,50;1.316,25;2.772,75;815,50;31,50;-;2.339,25;1.217,50;2.521,25;204,75;420,75
02.01.2025 14:45;02.01.2025 15:00;1.040,50;379,25;1.253,25;2.782,50;638,00;31,50;-;2.354,25;1.224,00;2.543,50;420,25;422,00
02.01.2025 15:00;02.01.2025 15:15;1.055,25;381,25;1.239,25;2.809,00;478,00;31,50;-;2.375,25;1.230,75;2.550,25;955,25;418,75
02.01.2025 15:15;02.01.2025 15:30;1.059,75;396,00;1.250,75;2.892,75;324,75;31,25;-;2.389,25;1.232,25;2.553,00;933,75;419,00
02.01.2025 15:30;02.01.2025 15:45;1.067,25;413,25;1.299,50;2.922,50;191,00;31,25;-;2.406,50;1.218,75;2.559,50;949,00;418,75
02.01.2025 15:45;02.01.2025 16:00;1.068,00;389,00;1.391,75;2.957,75;90,50;31,25;-;2.408,25;1.196,75;2.571,25;963,50;421,50
02.01.2025 16:00;02.01.2025 16:15;1.096,00;389,50;1.352,00;3.132,75;33,25;31,50;-;2.405,00;1.194,00;2.602,50;683,25;422,50
02.01.2025 16:15;02.01.2025 16:30;1.095,25;394,75;1.380,25;3.109,50;8,75;31,50;-;2.408,50;1.196,00;2.607,75;776,00;428,50
02.01.2025 16:30;02.01.2025 16:45;1.095,75;430,25;1.310,00;3.247,00;6,00;31,75;-;2.404,75;1.190,75;2.609,25;815,75;431,00
02.01.2025 16:45;02.01.2025 17:00;1.108,25;434,00;1.273,25;3.345,25;5,00;31,50;-;2.408,25;1.191,00;2.625,25;912,25;425,25
02.01.2025 17:00;02.01.2025 17:15;1.119,75;408,00;1.451,25;3.491,00;4,50;31,75;-;2.400,50;1.187,75;2.601,00;1.468,50;420,50
02.01.2025 17:15;02.01.2025 17:30;1.123,00;426,00;1.525,00;3.668,00;4,50;31,75;-;2.392,50;1.192,75;2.608,75;1.450,50;420,50
02.01.2025 17:30;02.01.2025 17:45;1.128,25;446,00;1.557,00;3.738,00;9,00;31,75;-;2.383,25;1.195,25;2.612,00;1.492,75;419,25
02.01.2025 17:45;02.01.2025 18:00;1.129,25;443,00;1.525,50;3.781,00;4,50;31,75;-;2.372,00;1.198,50;2.643,00;1.510,50;414,25
02.01.2025 18:00;02.01.2025 18:15;1.131,00;459,00;1.481,00;3.861,75;9,00;32,00;-;2.397,00;1.212,75;2.704,75;1.537,75;415,25
02.01.2025 18:15;02.01.2025 18:30;1.132,75;439,75;1.296,50;3.954,75;5,50;32,00;-;2.405,75;1.216,25;2.735,00;1.467,25;429,00
02.01.2025 18:30;02.01.2025 18:45;1.130,25;455,00;1.315,50;4.021,75;5,25;32,00;-;2.404,25;1.213,50;2.725,75;1.446,50;430,50
02.01.2025 18:45;02.01.2025 19:00;1.128,25;415,75;1.463,50;4.119,50;6,00;32,00;-;2.387,50;1.216,25;2.728,50;1.385,75;430,00
02.01.2025 19:00;02.01.2025 19:15;1.117,50;442,50;1.493,50;4.266,25;9,00;32,00;-;2.402,50;1.210,25;2.778,25;1.456,00;431,00
02.01.2025 19:15;02.01.2025 19:30;1.116,50;430,25;1.444,25;4.429,75;4,75;31,75;-;2.413,00;1.207,00;2.754,75;1.304,00;430,75
02.01.2025 19:30;02.01.2025 19:45;1.112,75;408,75;1.415,00;4.549,75;2,00;31,75;-;2.419,00;1.198,75;2.762,25;1.162,25;441,75
02.01.2025 19:45;02.01.2025 20:00;1.103,50;390,00;1.490,00;4.676,75;1,75;31,50;-;2.410,00;1.175,75;2.785,75;924,25;443,75
02.01.2025 20:00;02.01.2025 20:15;1.092,00;394,25;1.470,50;4.723,25;2,75;31,50;-;2.406,25;1.161,75;2.782,00;955,75;439,50
02.01.2025 20:15;02.01.2025 20:30;1.088,00;385,50;1.458,75;4.750,25;2,00;31,75;-;2.407,00;1.162,00;2.758,00;785,50;444,25
02.01.2025 20:30;02.01.2025 20:45;1.079,25;360,75;1.477,00;4.743,50;1,75;31,75;-;2.427,00;1.162,25;2.714,00;454,50;450,00
02.01.2025 20:45;02.01.2025 21:00;1.069,00;306,50;1.488,25;4.705,00;1,50;31,75;-;2.431,50;1.146,25;2.638,25;354,50;448,50
02.01.2025 21:00;02.01.2025 21:15;1.045,25;312,25;1.420,00;4.708,50;1,50;31,75;-;2.421,00;1.132,00;2.489,50;275,50;441,25
02.01.2025 21:15;02.01.2025 21:30;1.040,50;308,75;1.411,75;4.712,00;1,50;32,00;-;2.419,00;1.123,00;2.460,75;164,75;445,00
